function name,Linear model,Log10 model,Inverse model,Branch model
.TAU_application,0.0,0.0,0.0,0.0
ALLOC_SPACE,0.0,0.0,0.0,0.0
CG,0.0,0.0,0.0,0.0
CONJ_GRAD,0.0,0.0,0.0,0.0
ICNVRT,6.398824972209094e-05,1.9799057773814677,1.1847732871744172,6.398824972209094e-05
INITIALIZE_MPI,0.0,0.0,0.0,0.0
MAKEA,0.0,0.0,0.0,0.0
MPI_Barrier(),0.0,0.0,0.0,0.0
MPI_Bcast(),0.0,0.0,0.0,0.0
MPI_Comm_rank(),0.0,0.0,0.0,0.0
MPI_Comm_size(),0.0,0.0,0.0,0.0
MPI_Finalize(),0.0,0.0,0.0,0.0
MPI_Init(),0.0,0.0,0.0,0.0
MPI_Irecv(),2.3504759785005747,3.2715304555914195,2.440883294136806,0.0
MPI_Reduce(),0.0,0.0,0.0,0.0
MPI_Send(),2.3504759785005747,3.2715304555914195,2.440883294136806,0.0
MPI_Wait(),2.3504759785005747,3.2715304555914195,2.440883294136806,0.0
SETUP_PROC_INFO,0.0,0.0,0.0,0.0
SETUP_SUBMATRIX_INFO,0.0,0.0,0.0,0.0
SPARSE,0.0,0.0,0.0,0.0
SPRNVC,5.748904781577028e-15,1.7158473920955024,0.7914546493961638,5.748904781577028e-15
VECSET,5.748904781577028e-15,1.7158473920955024,0.7914546493961638,5.748904781577028e-15
