function name,Linear model,Log10 model,Inverse model,Branch model
.TAU_application,0.0,0.0,0.0,0.0
ALLOC_SPACE,0.0,0.0,0.0,0.0
BUBBLE,1.4926063489098589,3.9165393920796814,1.301918740465696,1.4926063489098589
COMM3,51.10260461598614,27.587695223027374,49.460765569015166,51.10260461598614
COMM3_EX,52.27418745275888,27.883146129529052,51.04148423687058,52.27418745275888
GIVE3,50.78320026621549,27.3483615156309,49.55103928018858,50.78320026621549
GIVE3_EX,55.14739229024942,30.687270945617833,48.3691812063394,0.0
INTERP,52.27418745275888,27.883146129529052,51.04148423687058,52.27418745275888
MG3P,55.14739229024944,30.687270945617872,48.36918120633938,0.0
MG_MPI,0.0,0.0,0.0,0.0
MPI_Allreduce(),0.0,3.229739708000455e-14,1.6148698540002275e-14,0.0
MPI_Barrier(),0.0,2.9605947323337504e-14,0.0,0.0
MPI_Bcast(),0.0,0.0,0.0,0.0
MPI_Comm_rank(),0.0,0.0,0.0,0.0
MPI_Comm_size(),0.0,0.0,0.0,0.0
MPI_Finalize(),0.0,0.0,0.0,0.0
MPI_Init(),0.0,0.0,0.0,0.0
MPI_Irecv(),50.879497415994464,27.42043896006301,49.52376410972048,50.879497415994464
MPI_Reduce(),0.0,0.0,0.0,0.0
MPI_Send(),50.879497415994464,27.42043896006301,49.52376410972048,50.879497415994464
MPI_Wait(),50.879497415994464,27.42043896006301,49.52376410972048,50.879497415994464
NORM2U3,0.0,0.0,0.0,0.0
POWER,0.0,2.9605947323337504e-14,0.0,0.0
PSINV,52.62776098093558,28.21389560564341,50.68420169720288,52.62776098093558
READY,50.879497415994464,27.42043896006301,49.52376410972048,50.879497415994464
RESID,50.614096714893066,27.46518189336195,48.8148499858297,50.614096714893066
RPRJ3,52.27418745275888,27.883146129529052,51.04148423687058,52.27418745275888
SETUP,0.0,0.0,0.0,0.0
TAKE3,50.78320026621549,27.3483615156309,49.55103928018858,50.78320026621549
TAKE3_EX,55.14739229024942,30.687270945617833,48.3691812063394,0.0
ZERO3,49.27624031455033,27.07556347170775,47.242659126900996,49.27624031455033
ZRAN3,0.0,0.0,0.0,0.0
