function name,Linear model,Log10 model,Inverse model,Branch model
.TAU_application,0.0,0.0,0.0,0.0
ALLOC_SPACE,0.0,0.0,0.0,0.0
CFFTS1,0.0,0.0,0.0,0.0
CFFTS2,0.0,1.1102230246251565e-14,0.0,0.0
CFFTZ,0.0,2.220446049250313e-14,0.0,0.0
CHECKSUM,0.0,0.0,0.0,0.0
COMPUTE_INDEXMAP,0.0,0.0,0.0,0.0
COMPUTE_INITIAL_CONDITIONS,0.0,0.0,0.0,0.0
EVOLVE,0.0,0.0,0.0,0.0
FFT,0.0,1.1102230246251565e-14,0.0,0.0
FFTZ2,0.0,5.921189464667501e-14,0.0,0.0
FFT_INIT,0.0,0.0,0.0,0.0
FT,0.0,0.0,0.0,0.0
ILOG2,0.0,0.0,0.0,0.0
IPOW46,0.0,0.0,0.0,0.0
MPI_Alltoall(),0.0,1.1102230246251565e-14,0.0,0.0
MPI_Barrier(),0.0,0.0,0.0,0.0
MPI_Bcast(),0.0,1.7763568394002505e-14,0.0,0.0
MPI_Comm_rank(),0.0,0.0,0.0,0.0
MPI_Comm_size(),0.0,0.0,0.0,0.0
MPI_Comm_split(),0.0,0.0,0.0,0.0
MPI_Finalize(),0.0,0.0,0.0,0.0
MPI_Init(),0.0,0.0,0.0,0.0
MPI_Reduce(),0.0,0.0,0.0,0.0
SETUP,0.0,0.0,0.0,0.0
SET_CLASS,0.0,2.220446049250313e-14,0.0,0.0
TRANSPOSE2_FINISH,0.0,1.1102230246251565e-14,0.0,0.0
TRANSPOSE2_GLOBAL,0.0,1.1102230246251565e-14,0.0,0.0
TRANSPOSE2_LOCAL,0.0,1.1102230246251565e-14,0.0,0.0
TRANSPOSE_XY_Z,0.0,0.0,0.0,0.0
TRANSPOSE_X_YZ,0.0,0.0,0.0,0.0
VERIFY,0.0,0.0,0.0,0.0
