function name,Linear model,Log10 model,Inverse model,Branch model
.TAU_application,0.0,0.0,0.0,0.0
ALLOC_SPACE,0.0,0.0,0.0,0.0
CG,0.0,0.0,0.0,0.0
CONJ_GRAD,62.65664160401004,33.27232826169068,54.222957448763985,0.0
ICNVRT,77.95551621201123,30.181226188319442,117.00765951171002,77.95551621201123
INITIALIZE_MPI,0.0,0.0,0.0,0.0
MAKEA,0.0,0.0,0.0,0.0
MPI_Barrier(),0.0,0.0,0.0,0.0
MPI_Bcast(),0.0,0.0,0.0,0.0
MPI_Comm_rank(),0.0,0.0,0.0,0.0
MPI_Comm_size(),0.0,0.0,0.0,0.0
MPI_Finalize(),0.0,0.0,0.0,0.0
MPI_Init(),0.0,0.0,0.0,0.0
MPI_Irecv(),62.65664160401002,33.27232826169072,54.22295744876393,0.0
MPI_Reduce(),0.0,0.0,0.0,0.0
MPI_Send(),62.65664160401002,33.27232826169072,54.22295744876393,0.0
MPI_Wait(),62.65664160401002,33.27232826169072,54.22295744876393,0.0
SETUP_PROC_INFO,0.0,0.0,0.0,0.0
SETUP_SUBMATRIX_INFO,0.0,0.0,0.0,0.0
SPARSE,0.0,0.0,0.0,0.0
SPRNVC,48.15797430083141,21.229264618719455,175.22570540192646,48.15797430083141
VECSET,48.15797430083141,21.229264618719455,175.22570540192646,48.15797430083141
