function name,Linear model,Log10 model,Inverse model,Branch model
.TAU_application,0.0,0.0,0.0,0.0
ALLOC_SPACE,0.0,0.0,0.0,0.0
APPLU,0.0,0.0,0.0,0.0
BCAST_INPUTS,0.0,0.0,0.0,0.0
BLTS,11.313157856201318,0.35665552163713615,40.79967121981258,11.313157856201318
BUTS,11.313157856201318,0.35665552163713615,40.79967121981258,11.313157856201318
ERHS,0.0,0.0,0.0,0.0
ERROR,0.0,0.0,0.0,0.0
EXACT,0.7004131783542316,0.4790626126261993,275.35357997604405,0.7004131783542316
EXCHANGE_1,8.817844342037889,0.17843310076819596,14.129161188174324,8.817844342037889
EXCHANGE_3,0.0,1.1189649382048821e-14,0.0,0.0
EXCHANGE_4,0.0,0.0,0.0,0.0
EXCHANGE_5,0.0,0.0,0.0,0.0
EXCHANGE_6,0.0,0.0,0.0,0.0
INIT_COMM,0.0,0.0,0.0,0.0
ISQRT2,0.0,0.0,0.0,0.0
JACLD,11.313157856201318,0.35665552163713615,40.79967121981258,11.313157856201318
JACU,11.313157856201318,0.35665552163713615,40.79967121981258,11.313157856201318
L2NORM,0.0,0.0,0.0,0.0
MPI_Allreduce(),0.0,0.0,1.7763568394002508e-14,0.0
MPI_Barrier(),0.0,0.0,0.0,0.0
MPI_Bcast(),0.0,0.0,1.7763568394002508e-14,0.0
MPI_Comm_rank(),0.0,0.0,0.0,0.0
MPI_Comm_size(),0.0,0.0,0.0,0.0
MPI_Finalize(),0.0,0.0,0.0,0.0
MPI_Init(),0.0,0.0,0.0,0.0
MPI_Irecv(),0.0,6.378386924061816e-14,1.275677384812363e-14,0.0
MPI_Recv(),8.817844342037883,0.17843310076818789,14.129161188174319,8.817844342037883
MPI_Send(),8.702490967953624,0.12597857170425913,13.904559717607976,8.702490967953624
MPI_Wait(),0.0,6.378386924061816e-14,1.275677384812363e-14,0.0
NEIGHBORS,0.0,0.0,0.0,0.0
PINTGR,0.0,0.0,0.0,0.0
PROC_GRID,0.0,0.0,0.0,0.0
READ_INPUT,0.0,0.0,0.0,0.0
RHS,0.0,1.1233877245218975e-14,1.1233877245218975e-14,0.0
SETBV,0.0,0.0,0.0,0.0
SETCOEFF,0.0,0.0,0.0,0.0
SETIV,0.0,0.0,0.0,0.0
SET_CLASS,0.0,6.661338147750939e-14,0.0,0.0
SSOR,0.0,0.0,0.0,0.0
SUBDOMAIN,0.0,0.0,0.0,0.0
VERIFY,0.0,6.661338147750939e-14,0.0,0.0
