function name,Linear model,Log10 model,Inverse model,Branch model
.TAU_application,0.0,0.0,0.0,0.0
ALLOC_SPACE,0.0,0.0,0.0,0.0
APPLU,0.0,0.0,0.0,0.0
BCAST_INPUTS,0.0,0.0,0.0,0.0
BLTS,56.296869141357355,16.85016395168194,18.757036465353536,56.296869141357355
BUTS,56.296869141357355,16.85016395168194,18.757036465353536,56.296869141357355
ERHS,0.0,0.0,0.0,0.0
ERROR,0.0,0.0,0.0,0.0
EXACT,300.4371660702833,9.471982077078632e-05,0.0002117728692419325,300.4371660702833
EXCHANGE_1,0.0,5.4352273014318416e-14,1.811742433810614e-14,0.0
EXCHANGE_3,0.0,8.951719505639057e-14,0.0,0.0
EXCHANGE_4,0.0,0.0,0.0,0.0
EXCHANGE_5,56.296869141357355,16.85016395168196,18.757036465353533,56.296869141357355
EXCHANGE_6,62.87543798404508,17.27356682322164,25.94827159680417,62.87543798404508
INIT_COMM,0.0,0.0,0.0,0.0
ISQRT2,0.0,0.0,0.0,0.0
JACLD,56.296869141357355,16.85016395168194,18.757036465353536,56.296869141357355
JACU,56.296869141357355,16.85016395168194,18.757036465353536,56.296869141357355
L2NORM,0.0,0.0,0.0,0.0
MPI_Allreduce(),0.0,0.0,0.0,0.0
MPI_Barrier(),0.0,0.0,0.0,0.0
MPI_Bcast(),0.0,0.0,0.0,0.0
MPI_Comm_rank(),0.0,0.0,0.0,0.0
MPI_Comm_size(),0.0,0.0,0.0,0.0
MPI_Finalize(),0.0,0.0,0.0,0.0
MPI_Init(),0.0,0.0,0.0,0.0
NEIGHBORS,0.0,0.0,0.0,0.0
PINTGR,0.0,0.0,0.0,0.0
PROC_GRID,0.0,0.0,0.0,0.0
READ_INPUT,0.0,0.0,0.0,0.0
RHS,0.0,1.1233877245218972e-14,3.370163173565692e-14,0.0
SETBV,0.0,0.0,0.0,0.0
SETCOEFF,0.0,0.0,0.0,0.0
SETIV,0.0,0.0,0.0,0.0
SET_CLASS,300.43709514758945,5.2339085446614524e-14,1.7446361815538173e-13,300.43709514758945
SSOR,0.0,0.0,0.0,0.0
SUBDOMAIN,0.0,0.0,0.0,0.0
VERIFY,300.43709514758945,5.2339085446614524e-14,1.7446361815538173e-13,300.43709514758945
