function name,Linear model,Log10 model,Inverse model,Branch model
.TAU_application,0.0,0.0,0.0,0.0
ADD,0.0,4.242046183642389e-14,0.0,0.0
ADI,0.0,4.242046183642389e-14,0.0,0.0
ALLOC_SPACE,0.0,0.0,0.0,0.0
BTIO_CLEANUP,0.0,0.0,0.0,0.0
COMPUTE_BUFFER_SIZE,0.0,0.0,0.0,0.0
COMPUTE_RHS,0.0,2.814030636673664e-14,0.0,0.0
COPY_FACES,0.0,2.814030636673664e-14,0.0,0.0
ERROR_NORM,0.0,0.0,0.0,0.0
EXACT_RHS,0.0,0.0,0.0,0.0
EXACT_SOLUTION,0.8001060488921963,0.036148196714134474,1035.6487273167263,0.8001060488921963
INITIALIZE,0.0,0.0,0.0,0.0
LHSABINIT,0.0,9.426769296983087e-14,0.0,0.0
LHSINIT,0.0,0.0,0.0,0.0
MAKE_SET,0.0,0.0,0.0,0.0
MPBT,0.0,0.0,0.0,0.0
MPI_Allreduce(),0.0,0.0,0.0,0.0
MPI_Barrier(),0.0,0.0,0.0,0.0
MPI_Bcast(),0.0,2.9605947323337504e-14,0.0,0.0
MPI_Comm_dup(),0.0,0.0,0.0,0.0
MPI_Comm_rank(),0.0,0.0,0.0,0.0
MPI_Comm_size(),0.0,0.0,0.0,0.0
MPI_Finalize(),0.0,0.0,0.0,0.0
MPI_Init(),0.0,0.0,0.0,0.0
MPI_Irecv(),0.0,1.884182104356595e-14,1.884182104356595e-14,0.0
MPI_Isend(),0.0,1.884182104356595e-14,1.884182104356595e-14,0.0
MPI_Reduce(),0.0,0.0,0.0,0.0
MPI_Wait(),0.0,2.1546901250247054e-14,0.0,0.0
MPI_Waitall(),0.0,2.814030636673664e-14,0.0,0.0
RHS_NORM,0.0,0.0,0.0,0.0
SETUP_BTIO,0.0,0.0,0.0,0.0
SETUP_MPI,0.0,0.0,0.0,0.0
SET_CLASS,0.0,6.661338147750939e-14,0.0,0.0
SET_CONSTANTS,0.0,0.0,0.0,0.0
VERIFY,0.0,0.0,0.0,0.0
X_BACKSUBSTITUTE,0.0,1.2726138550927166e-13,0.0,0.0
X_RECEIVE_BACKSUB_INFO,0.0,1.454415834391676e-13,0.0,0.0
X_RECEIVE_SOLVE_INFO,0.0,1.454415834391676e-13,0.0,0.0
X_SEND_BACKSUB_INFO,0.0,1.454415834391676e-13,0.0,0.0
X_SEND_SOLVE_INFO,0.0,1.454415834391676e-13,0.0,0.0
X_SOLVE,0.0,4.242046183642389e-14,0.0,0.0
X_SOLVE_CELL,0.0,1.2726138550927166e-13,0.0,0.0
X_UNPACK_BACKSUB_INFO,0.0,1.454415834391676e-13,0.0,0.0
X_UNPACK_SOLVE_INFO,0.0,1.454415834391676e-13,0.0,0.0
Y_BACKSUBSTITUTE,0.0,1.2726138550927166e-13,0.0,0.0
Y_RECEIVE_BACKSUB_INFO,0.0,1.454415834391676e-13,0.0,0.0
Y_RECEIVE_SOLVE_INFO,0.0,1.454415834391676e-13,0.0,0.0
Y_SEND_BACKSUB_INFO,0.0,1.454415834391676e-13,0.0,0.0
Y_SEND_SOLVE_INFO,0.0,1.454415834391676e-13,0.0,0.0
Y_SOLVE,0.0,4.242046183642389e-14,0.0,0.0
Y_SOLVE_CELL,0.0,1.2726138550927166e-13,0.0,0.0
Y_UNPACK_BACKSUB_INFO,0.0,1.454415834391676e-13,0.0,0.0
Y_UNPACK_SOLVE_INFO,0.0,1.454415834391676e-13,0.0,0.0
Z_BACKSUBSTITUTE,0.0,1.2726138550927166e-13,0.0,0.0
Z_RECEIVE_BACKSUB_INFO,0.0,1.454415834391676e-13,0.0,0.0
Z_RECEIVE_SOLVE_INFO,0.0,1.454415834391676e-13,0.0,0.0
Z_SEND_BACKSUB_INFO,0.0,1.454415834391676e-13,0.0,0.0
Z_SEND_SOLVE_INFO,0.0,1.454415834391676e-13,0.0,0.0
Z_SOLVE,0.0,4.242046183642389e-14,0.0,0.0
Z_SOLVE_CELL,0.0,1.2726138550927166e-13,0.0,0.0
Z_UNPACK_BACKSUB_INFO,0.0,1.454415834391676e-13,0.0,0.0
Z_UNPACK_SOLVE_INFO,0.0,1.454415834391676e-13,0.0,0.0
