Name,#Call
.TAU,1
APPLU,1
SSOR,2
RHS,253
EXCHANGE_1,155620
MPI_Recv(),116715
EXCHANGE_3,508
MPI_Finalize(),1
INIT_COMM,1
MPI_Init(),1
MPI_Wait(),827.75
MPI_Send(),87500.9
JACLD,100001
JACU,100001
BLTS,100001
BUTS,100001
SETIV,2
MPI_Recv(),9757.28
ERHS,1
MPI_Allreduce(),10
MPI_Send(),10103.8
L2NORM,4
EXCHANGE_1,3125.03
EXACT,100001
ERROR,1
MPI_Irecv(),827.75
SETBV,2
ALLOC_SPACE,1
READ_INPUT,1
BCAST_INPUTS,1
MPI_Bcast(),10
MPI_Barrier(),2
PINTGR,1
EXCHANGE_4,1
EXCHANGE_6,0.25
VERIFY,0.03125
EXCHANGE_5,0.5
PROC_GRID,1
SETCOEFF,1
MPI_Comm_size(),1
MPI_Comm_rank(),1
SUBDOMAIN,1
NEIGHBORS,1
ISQRT2,1
SET_CLASS,0.03125
