Name,#Call
.TAU,1
APPLU,1
SSOR,2
MPI_Finalize(),1
RHS,253
INIT_COMM,1
MPI_Init(),1
EXCHANGE_1,62248
JACLD,100001
JACU,100001
BLTS,100001
BUTS,100001
MPI_Recv(),15562
EXCHANGE_3,508
MPI_Wait(),255.5
SETIV,2
MPI_Send(),15817.5
ERHS,1
EXACT,100001
ERROR,1
SETBV,2
L2NORM,4
MPI_Allreduce(),10
ALLOC_SPACE,1
READ_INPUT,1
BCAST_INPUTS,1
MPI_Bcast(),10
MPI_Irecv(),255.5
PINTGR,1
VERIFY,0.5
MPI_Barrier(),2
EXCHANGE_4,1
EXCHANGE_5,2
PROC_GRID,1
SETCOEFF,1
EXCHANGE_6,1
MPI_Comm_rank(),1
MPI_Comm_size(),1
NEIGHBORS,1
SET_CLASS,0.5
SUBDOMAIN,1
ISQRT2,1
