Name,#Call
.TAU,1
APPLU,1
SSOR,2
RHS,253
MPI_Finalize(),1
EXCHANGE_1,160640
MPI_Recv(),40160
EXCHANGE_3,508
SETIV,2
MPI_Wait(),255.5
MPI_Send(),40415.5
JACLD,100001
BLTS,100001
JACU,100001
BUTS,100001
ERHS,1
INIT_COMM,1
MPI_Init(),1
ERROR,1
SETBV,2
L2NORM,4
EXACT,100001
MPI_Allreduce(),10
ALLOC_SPACE,1
READ_INPUT,1
PINTGR,1
BCAST_INPUTS,1
MPI_Bcast(),10
MPI_Irecv(),255.5
VERIFY,0.5
EXCHANGE_4,1
MPI_Barrier(),2
EXCHANGE_5,2
PROC_GRID,1
SETCOEFF,1
MPI_Comm_rank(),1
EXCHANGE_6,1
ISQRT2,1
MPI_Comm_size(),1
NEIGHBORS,1
SET_CLASS,0.5
SUBDOMAIN,1
