%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00566,1,463,1,1,1463566,.TAU_application
100.0,0.382,1,463,1,1009,1463560,CG
35.1,0.0331,513,1,3.00391,513779,INITIALIZE_MPI
35.1,513,513,1,0,513005,MPI_Init()
27.5,401,401,1,0,401944,MPI_Finalize()
23.6,52,345,76,77064,4552,CONJ_GRAD
17.0,249,249,25992,0,10,MPI_Wait()
13.7,5,200,1,28001,200525,MAKEA
13.2,90,192,14000,737607,14,SPRNVC
4.7,68,68,491739,0,0,RANDLC
2.5,36,36,25992,0,1,MPI_Send()
2.3,34,34,245869,0,0,ICNVRT
0.5,7,7,25992,0,0,MPI_Irecv()
0.1,2,2,14000,0,0,VECSET
0.0,0.71,0.71,1,0,710,MPI_Bcast()
0.0,0.377,0.377,1,0,377,SPARSE
0.0,0.314,0.314,1,0,314,MPI_Barrier()
0.0,0.11,0.11,1,0,110,MPI_Reduce()
0.0,0.0539,0.0539,1,0,54,ALLOC_SPACE
0.0,0.0359,0.0359,1,0,36,TIMER_START
0.0,0.0287,0.0293,1,2,29,GET_ACTIVE_NPROCS
0.0,0.00168,0.00168,0.00390625,0,431,CHECK_TIMER_FLAG
0.0,0.00149,0.00149,9,0,0,TIMER_CLEAR
0.0,0.000758,0.000758,1,0,1,TIMER_STOP
0.0,0.000543,0.000543,0.00390625,0,139,PRINT_RESULTS
0.0,0.000344,0.000344,1,0,0,SETUP_SUBMATRIX_INFO
0.0,0.000309,0.000309,1,0,0,MPI_Comm_size()
0.0,0.000266,0.000266,1,0,0,MPI_Comm_rank()
0.0,0.000258,0.000258,1,0,0,SETUP_PROC_INFO
0.0,0.000145,0.000145,1,0,0,TIMER_READ
