Name,#Call
.TAU_application,1
int_main(int_char_**),1
void_CalcKinematicsForElems(Domain,64
Real_t_CalcElemVolume(const,1.09052E+09
MPI_Allreduce(),63
MPI_Finalize(),1
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),1
void_CommSend(Domain,193
MPI_Waitall(),193
void_CommSyncPosVel(Domain,64
void_CommSBN(Domain,65
MPI_Init(),1
void_Domain::BuildMesh(Int_t_Int_t_Int_t),1
MPI_Wait(),871
void_Domain::CreateRegionIndexSets(Int_t_Int_t),1
void_CommMonoQ(Domain,64
void_Domain::SetupElementConnectivities(Int_t),1
void_Domain::SetupBoundaryConditions(Int_t),1
MPI_Isend(),871
void_Domain::SetupCommBuffers(Int_t),1
void_CommRecv(Domain,193
MPI_Irecv(),871
MPI_Barrier(),1
void_Domain::~Domain(),1
MPI_Comm_rank(),581
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.125
void_Domain::SetupSymmetryPlanes(Int_t),1
MPI_Reduce(),1
void_InitMeshDecomp(Int_t_Int_t_Int_t,1
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,1
StrToInt,2
MPI_Comm_size(),1
