Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00341,40,752,1,1,40752842
int_main(int_char_**),100.0,25,513,40,752,1,100.037,40752838
void_CalcKinematicsForElems(Domain,14.7,3,537,6,001,8,1.67772E+07,750142
MPI_Finalize(),11.9,4,840,4,840,1,0,4840759
Real_t_CalcElemVolume(const,6.8,2,769,2,769,1.88744E+07,0,0
MPI_Allreduce(),5.0,2,043,2,043,7,0,291910
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),2.3,514,923,1,2.09716E+06,923037
void_CommSend(Domain,1.5,48,594,25,234.148,23778
MPI_Init(),1.4,555,555,1,0,555449
MPI_Waitall(),1.3,543,543,25,0,21760
MPI_Wait(),0.3,122,122,184.148,0,665
void_CommSBN(Domain,0.3,18,113,9,114.333,12609
void_CommSyncPosVel(Domain,0.2,60,87,8,54.8148,10941
MPI_Reduce(),0.2,65,65,1,0,65456
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.1,52,52,1,0,52025
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.1,21,21,1,1,21824
void_Domain::SetupElementConnectivities(Int_t),0.0,19,19,1,0,19237
void_CommMonoQ(Domain,0.0,8,8,8,40,1109
void_Domain::SetupBoundaryConditions(Int_t),0.0,5,5,1,0,5793
MPI_Barrier(),0.0,4,4,1,0,4181
void_Domain::SetupCommBuffers(Int_t),0.0,3,3,1,0,3394
MPI_Isend(),0.0,1,1,184.148,0,8
void_Domain::~Domain(),0.0,0.898,0.898,1,0,898
void_CommRecv(Domain,0.0,0.141,0.543,25,209.148,22
MPI_Irecv(),0.0,0.371,0.371,184.148,0,2
MPI_Comm_rank(),0.0,0.0863,0.0863,77,0,1
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.0477,0.0477,1,0,48
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.011,0.011,1,0,11
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.00493,0.00493,0.037037,0,133
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00163,0.00367,1,2,4
StrToInt,0.0,0.00204,0.00204,2,0,1
MPI_Comm_size(),0.0,0.000481,0.000481,1,0,0
